food_id,food_name,category,cuisine,serving_size_g,calories,protein_g,carbs_g,fat_g,fiber_g,sugar_g,saturated_fat_g,sodium_mg,potassium_mg,calcium_mg,iron_mg,magnesium_mg,phosphorus_mg,zinc_mg,vitamin_a_mcg,vitamin_c_mg,vitamin_d_mcg,vitamin_b12_mcg,cholesterol_mg,water_g,glycemic_index,meal_type,diet_tags,allergens,is_vegan,is_vegetarian,is_halal
CX004921,Roasted Plain Chickpeas (100G),Legumes,Middle Eastern,100,129.6,8.0,20.0,2.0,7.0,0.0,0.2,5.0,280.0,40.0,2.5,40.0,140.0,1.0,0.0,1.0,0.0,0.0,0.0,61.1,30.0,Lunch,Vegan;Vegetarian;Gluten Free;High Fiber;High Protein,,True,True,True
CX004922,Roasted Plain Chickpeas (150G),Legumes,Middle Eastern,150,194.5,12.0,30.0,2.9,10.5,0.0,0.3,7.5,420.0,60.0,3.8,60.0,210.0,1.5,0.0,1.5,0.0,0.0,0.0,91.6,45.0,Lunch,Vegan;Vegetarian;Gluten Free;High Fiber;High Protein,,True,True,True
CX004923,Roasted Plain Chickpeas (200G),Legumes,Middle Eastern,200,259.3,16.0,40.0,3.9,14.0,0.0,0.4,10.0,560.0,80.0,5.0,80.0,280.0,2.0,0.0,2.0,0.0,0.0,0.0,122.2,60.0,Lunch,Vegan;Vegetarian;Gluten Free;High Fiber;High Protein,,True,True,True
CX004924,Roasted Plain Chickpeas (250G),Legumes,Middle Eastern,250,324.1,20.0,50.0,4.9,17.5,0.0,0.5,12.5,700.0,100.0,6.2,100.0,350.0,2.5,0.0,2.5,0.0,0.0,0.0,152.8,75.0,Lunch,Vegan;Vegetarian;Gluten Free;High Fiber;High Protein,,True,True,True
CX004925,Roasted Garlic Chickpeas (100G),Legumes,Middle Eastern,100,129.6,8.0,20.0,2.0,7.0,0.0,0.2,5.2,280.0,40.0,2.5,40.0,140.0,1.0,0.0,1.0,0.0,0.0,0.0,61.1,30.0,Lunch,Vegan;Vegetarian;Gluten Free;High Fiber;High Protein,,True,True,True
CX004926,Roasted Garlic Chickpeas (150G),Legumes,Middle Eastern,150,194.5,12.0,30.0,2.9,10.5,0.0,0.3,7.7,420.0,60.0,3.8,60.0,210.0,1.5,0.0,1.5,0.0,0.0,0.0,91.6,45.0,Lunch,Vegan;Vegetarian;Gluten Free;High Fiber;High Protein,,True,True,True
CX004927,Roasted Garlic Chickpeas (200G),Legumes,Middle Eastern,200,259.3,16.0,40.0,3.9,14.0,0.0,0.4,10.3,560.0,80.0,5.0,80.0,280.0,2.0,0.0,2.0,0.0,0.0,0.0,122.2,60.0,Lunch,Vegan;Vegetarian;Gluten Free;High Fiber;High Protein,,True,True,True
CX004928,Roasted Garlic Chickpeas (250G),Legumes,Middle Eastern,250,324.1,20.0,50.0,4.9,17.5,0.0,0.5,12.9,700.0,100.0,6.2,100.0,350.0,2.5,0.0,2.5,0.0,0.0,0.0,152.8,75.0,Lunch,Vegan;Vegetarian;Gluten Free;High Fiber;High Protein,,True,True,True
CX004933,Roasted Chili Chickpeas (100G),Legumes,Middle Eastern,100,129.6,8.0,20.0,2.0,7.0,0.0,0.2,5.1,280.0,40.0,2.5,40.0,140.0,1.0,0.0,1.0,0.0,0.0,0.0,61.1,30.0,Lunch,Vegan;Vegetarian;Gluten Free;High Fiber;High Protein,,True,True,True
CX004935,Roasted Chili Chickpeas (200G),Legumes,Middle Eastern,200,259.3,16.0,40.0,3.9,14.0,0.0,0.4,10.2,560.0,80.0,5.0,80.0,280.0,2.0,0.0,2.0,0.0,0.0,0.0,122.2,60.0,Lunch,Vegan;Vegetarian;Gluten Free;High Fiber;High Protein,,True,True,True
CX004936,Roasted Chili Chickpeas (250G),Legumes,Middle Eastern,250,324.1,20.0,50.0,4.9,17.5,0.0,0.5,12.8,700.0,100.0,6.2,100.0,350.0,2.5,0.0,2.5,0.0,0.0,0.0,152.8,75.0,Lunch,Vegan;Vegetarian;Gluten Free;High Fiber;High Protein,,True,True,True
CX004937,Roasted Soup Chickpeas (100G),Legumes,Middle Eastern,100,128.2,8.0,20.0,1.8,7.0,0.0,0.2,5.0,280.0,40.0,2.5,40.0,140.0,1.0,0.0,1.0,0.0,0.0,0.0,66.0,30.0,Lunch,Vegan;Vegetarian;Gluten Free;High Fiber;High Protein,,True,True,True
CX004938,Roasted Soup Chickpeas (150G),Legumes,Middle Eastern,150,192.3,12.0,30.0,2.7,10.5,0.0,0.3,7.5,420.0,60.0,3.8,60.0,210.0,1.5,0.0,1.5,0.0,0.0,0.0,99.0,45.0,Lunch,Vegan;Vegetarian;Gluten Free;High Fiber;High Protein,,True,True,True
CX004939,Roasted Soup Chickpeas (200G),Legumes,Middle Eastern,200,256.5,16.0,40.0,3.6,14.0,0.0,0.4,10.0,560.0,80.0,5.0,80.0,280.0,2.0,0.0,2.0,0.0,0.0,0.0,132.0,60.0,Lunch,Vegan;Vegetarian;Gluten Free;High Fiber;High Protein,,True,True,True
CX004940,Roasted Soup Chickpeas (250G),Legumes,Middle Eastern,250,320.6,20.0,50.0,4.5,17.5,0.0,0.5,12.5,700.0,100.0,6.2,100.0,350.0,2.5,0.0,2.5,0.0,0.0,0.0,165.0,75.0,Lunch,Vegan;Vegetarian;Gluten Free;High Fiber;High Protein,,True,True,True
CX004941,Roasted Salad Chickpeas (100G),Legumes,Middle Eastern,100,129.6,8.0,20.0,2.0,7.4,0.0,0.2,5.0,280.0,40.0,2.5,40.0,140.0,1.0,0.0,1.0,0.0,0.0,0.0,61.7,30.0,Lunch,Vegan;Vegetarian;Gluten Free;High Fiber;High Protein,,True,True,True
CX004942,Roasted Salad Chickpeas (150G),Legumes,Middle Eastern,150,194.5,12.0,30.0,2.9,11.0,0.0,0.3,7.5,420.0,60.0,3.8,60.0,210.0,1.5,0.0,1.5,0.0,0.0,0.0,92.6,45.0,Lunch,Vegan;Vegetarian;Gluten Free;High Fiber;High Protein,,True,True,True
CX004943,Roasted Salad Chickpeas (200G),Legumes,Middle Eastern,200,259.3,16.0,40.0,3.9,14.7,0.0,0.4,10.0,560.0,80.0,5.0,80.0,280.0,2.0,0.0,2.0,0.0,0.0,0.0,123.4,60.0,Lunch,Vegan;Vegetarian;Gluten Free;High Fiber;High Protein,,True,True,True
CX004944,Roasted Salad Chickpeas (250G),Legumes,Middle Eastern,250,324.1,20.0,50.0,4.9,18.4,0.0,0.5,12.5,700.0,100.0,6.2,100.0,350.0,2.5,0.0,2.5,0.0,0.0,0.0,154.3,75.0,Lunch,Vegan;Vegetarian;Gluten Free;High Fiber;High Protein,,True,True,True
CX004945,Roasted Curry Chickpeas (100G),Legumes,Middle Eastern,100,131.1,8.0,20.0,2.1,7.0,0.0,0.2,5.0,280.0,40.0,2.5,40.0,140.0,1.0,0.0,1.0,0.0,0.0,0.0,61.1,30.0,Lunch,Vegan;Vegetarian;Gluten Free;High Fiber;High Protein,,True,True,True
CX004946,Roasted Curry Chickpeas (150G),Legumes,Middle Eastern,150,196.6,12.0,30.0,3.2,10.5,0.0,0.3,7.5,420.0,60.0,3.8,60.0,210.0,1.5,0.0,1.5,0.0,0.0,0.0,91.6,45.0,Lunch,Vegan;Vegetarian;Gluten Free;High Fiber;High Protein,,True,True,True
CX004947,Roasted Curry Chickpeas (200G),Legumes,Middle Eastern,200,262.1,16.0,40.0,4.2,14.0,0.0,0.4,10.0,560.0,80.0,5.0,80.0,280.0,2.0,0.0,2.0,0.0,0.0,0.0,122.2,60.0,Lunch,Vegan;Vegetarian;Gluten Free;High Fiber;High Protein,,True,True,True
CX004948,Roasted Curry Chickpeas (250G),Legumes,Middle Eastern,250,327.6,20.0,50.0,5.3,17.5,0.0,0.5,12.5,700.0,100.0,6.2,100.0,350.0,2.5,0.0,2.5,0.0,0.0,0.0,152.8,75.0,Lunch,Vegan;Vegetarian;Gluten Free;High Fiber;High Protein,,True,True,True
CX004950,Roasted Dip Chickpeas (150G),Legumes,Middle Eastern,150,195.8,12.0,30.0,3.1,10.5,0.0,0.3,7.5,420.0,60.0,3.8,60.0,210.0,1.5,0.0,1.5,0.0,0.0,0.0,91.6,45.0,Lunch,Vegan;Vegetarian;Gluten Free;High Fiber;High Protein,,True,True,True
CX004951,Roasted Dip Chickpeas (200G),Legumes,Middle Eastern,200,261.0,16.0,40.0,4.1,14.0,0.0,0.4,10.0,560.0,80.0,5.0,80.0,280.0,2.0,0.0,2.0,0.0,0.0,0.0,122.2,60.0,Lunch,Vegan;Vegetarian;Gluten Free;High Fiber;High Protein,,True,True,True
CX004952,Roasted Dip Chickpeas (250G),Legumes,Middle Eastern,250,326.3,20.0,50.0,5.1,17.5,0.0,0.5,12.5,700.0,100.0,6.2,100.0,350.0,2.5,0.0,2.5,0.0,0.0,0.0,152.8,75.0,Lunch,Vegan;Vegetarian;Gluten Free;High Fiber;High Protein,,True,True,True
CX004957,Roasted Hummus Style Chickpeas (100G),Legumes,Middle Eastern,100,132.7,8.4,20.0,2.1,7.0,0.0,0.2,5.0,280.0,40.0,2.5,40.0,140.0,1.0,0.0,1.0,0.0,0.0,0.0,61.1,30.0,Lunch,Vegan;Vegetarian;Gluten Free;High Fiber;High Protein,,True,True,True
CX004958,Roasted Hummus Style Chickpeas (150G),Legumes,Middle Eastern,150,199.0,12.6,30.0,3.2,10.5,0.0,0.3,7.5,420.0,60.0,3.8,60.0,210.0,1.5,0.0,1.5,0.0,0.0,0.0,91.6,45.0,Lunch,Vegan;Vegetarian;Gluten Free;High Fiber;High Protein,,True,True,True
CX004959,Roasted Hummus Style Chickpeas (200G),Legumes,Middle Eastern,200,265.3,16.8,40.0,4.2,14.0,0.0,0.4,10.0,560.0,80.0,5.0,80.0,280.0,2.0,0.0,2.0,0.0,0.0,0.0,122.2,60.0,Lunch,Vegan;Vegetarian;Gluten Free;High Fiber;High Protein,,True,True,True
CX004960,Roasted Hummus Style Chickpeas (250G),Legumes,Middle Eastern,250,331.6,21.0,50.0,5.3,17.5,0.0,0.5,12.5,700.0,100.0,6.2,100.0,350.0,2.5,0.0,2.5,0.0,0.0,0.0,152.8,75.0,Lunch,Vegan;Vegetarian;Gluten Free;High Fiber;High Protein,,True,True,True
CX004961,Mashed Plain Chickpeas (100G),Legumes,Middle Eastern,100,132.4,8.0,20.6,2.0,7.0,0.0,0.2,5.0,280.0,40.0,2.5,40.0,140.0,1.0,0.0,1.0,0.0,0.0,0.0,65.7,30.0,Lunch,Vegan;Vegetarian;Gluten Free;High Fiber;High Protein,,True,True,True
CX004962,Mashed Plain Chickpeas (150G),Legumes,Middle Eastern,150,198.6,12.0,30.9,3.0,10.5,0.0,0.3,7.5,420.0,60.0,3.8,60.0,210.0,1.5,0.0,1.5,0.0,0.0,0.0,98.5,45.0,Lunch,Vegan;Vegetarian;Gluten Free;High Fiber;High Protein,,True,True,True
CX004963,Mashed Plain Chickpeas (200G),Legumes,Middle Eastern,200,264.8,16.0,41.2,4.0,14.0,0.0,0.4,10.0,560.0,80.0,5.0,80.0,280.0,2.0,0.0,2.0,0.0,0.0,0.0,131.3,60.0,Lunch,Vegan;Vegetarian;Gluten Free;High Fiber;High Protein,,True,True,True
CX004964,Mashed Plain Chickpeas (250G),Legumes,Middle Eastern,250,331.0,20.0,51.5,5.0,17.5,0.0,0.5,12.5,700.0,100.0,6.2,100.0,350.0,2.5,0.0,2.5,0.0,0.0,0.0,164.1,75.0,Lunch,Vegan;Vegetarian;Gluten Free;High Fiber;High Protein,,True,True,True
CX004965,Mashed Garlic Chickpeas (100G),Legumes,Middle Eastern,100,132.4,8.0,20.6,2.0,7.0,0.0,0.2,5.2,280.0,40.0,2.5,40.0,140.0,1.0,0.0,1.0,0.0,0.0,0.0,65.7,30.0,Lunch,Vegan;Vegetarian;Gluten Free;High Fiber;High Protein,,True,True,True
CX004966,Mashed Garlic Chickpeas (150G),Legumes,Middle Eastern,150,198.6,12.0,30.9,3.0,10.5,0.0,0.3,7.7,420.0,60.0,3.8,60.0,210.0,1.5,0.0,1.5,0.0,0.0,0.0,98.5,45.0,Lunch,Vegan;Vegetarian;Gluten Free;High Fiber;High Protein,,True,True,True
CX004967,Mashed Garlic Chickpeas (200G),Legumes,Middle Eastern,200,264.8,16.0,41.2,4.0,14.0,0.0,0.4,10.3,560.0,80.0,5.0,80.0,280.0,2.0,0.0,2.0,0.0,0.0,0.0,131.3,60.0,Lunch,Vegan;Vegetarian;Gluten Free;High Fiber;High Protein,,True,True,True
CX004968,Mashed Garlic Chickpeas (250G),Legumes,Middle Eastern,250,331.0,20.0,51.5,5.0,17.5,0.0,0.5,12.9,700.0,100.0,6.2,100.0,350.0,2.5,0.0,2.5,0.0,0.0,0.0,164.1,75.0,Lunch,Vegan;Vegetarian;Gluten Free;High Fiber;High Protein,,True,True,True
CX004973,Mashed Chili Chickpeas (100G),Legumes,Middle Eastern,100,132.4,8.0,20.6,2.0,7.0,0.0,0.2,5.1,280.0,40.0,2.5,40.0,140.0,1.0,0.0,1.0,0.0,0.0,0.0,65.7,30.0,Lunch,Vegan;Vegetarian;Gluten Free;High Fiber;High Protein,,True,True,True
CX004975,Mashed Chili Chickpeas (200G),Legumes,Middle Eastern,200,264.8,16.0,41.2,4.0,14.0,0.0,0.4,10.2,560.0,80.0,5.0,80.0,280.0,2.0,0.0,2.0,0.0,0.0,0.0,131.3,60.0,Lunch,Vegan;Vegetarian;Gluten Free;High Fiber;High Protein,,True,True,True
CX004976,Mashed Chili Chickpeas (250G),Legumes,Middle Eastern,250,331.0,20.0,51.5,5.0,17.5,0.0,0.5,12.8,700.0,100.0,6.2,100.0,350.0,2.5,0.0,2.5,0.0,0.0,0.0,164.1,75.0,Lunch,Vegan;Vegetarian;Gluten Free;High Fiber;High Protein,,True,True,True
CX004977,Mashed Soup Chickpeas (100G),Legumes,Middle Eastern,100,131.0,8.0,20.6,1.8,7.0,0.0,0.2,5.0,280.0,40.0,2.5,40.0,140.0,1.0,0.0,1.0,0.0,0.0,0.0,70.9,30.0,Lunch,Vegan;Vegetarian;Gluten Free;High Fiber;High Protein,,True,True,True
CX004978,Mashed Soup Chickpeas (150G),Legumes,Middle Eastern,150,196.4,12.0,30.9,2.8,10.5,0.0,0.3,7.5,420.0,60.0,3.8,60.0,210.0,1.5,0.0,1.5,0.0,0.0,0.0,106.4,45.0,Lunch,Vegan;Vegetarian;Gluten Free;High Fiber;High Protein,,True,True,True
CX004979,Mashed Soup Chickpeas (200G),Legumes,Middle Eastern,200,261.9,16.0,41.2,3.7,14.0,0.0,0.4,10.0,560.0,80.0,5.0,80.0,280.0,2.0,0.0,2.0,0.0,0.0,0.0,141.8,60.0,Lunch,Vegan;Vegetarian;Gluten Free;High Fiber;High Protein,,True,True,True
CX004980,Mashed Soup Chickpeas (250G),Legumes,Middle Eastern,250,327.4,20.0,51.5,4.6,17.5,0.0,0.5,12.5,700.0,100.0,6.2,100.0,350.0,2.5,0.0,2.5,0.0,0.0,0.0,177.3,75.0,Lunch,Vegan;Vegetarian;Gluten Free;High Fiber;High Protein,,True,True,True
CX004981,Mashed Salad Chickpeas (100G),Legumes,Middle Eastern,100,132.4,8.0,20.6,2.0,7.4,0.0,0.2,5.0,280.0,40.0,2.5,40.0,140.0,1.0,0.0,1.0,0.0,0.0,0.0,66.3,30.0,Lunch,Vegan;Vegetarian;Gluten Free;High Fiber;High Protein,,True,True,True
CX004982,Mashed Salad Chickpeas (150G),Legumes,Middle Eastern,150,198.6,12.0,30.9,3.0,11.0,0.0,0.3,7.5,420.0,60.0,3.8,60.0,210.0,1.5,0.0,1.5,0.0,0.0,0.0,99.5,45.0,Lunch,Vegan;Vegetarian;Gluten Free;High Fiber;High Protein,,True,True,True
CX004983,Mashed Salad Chickpeas (200G),Legumes,Middle Eastern,200,264.8,16.0,41.2,4.0,14.7,0.0,0.4,10.0,560.0,80.0,5.0,80.0,280.0,2.0,0.0,2.0,0.0,0.0,0.0,132.6,60.0,Lunch,Vegan;Vegetarian;Gluten Free;High Fiber;High Protein,,True,True,True
CX004984,Mashed Salad Chickpeas (250G),Legumes,Middle Eastern,250,331.0,20.0,51.5,5.0,18.4,0.0,0.5,12.5,700.0,100.0,6.2,100.0,350.0,2.5,0.0,2.5,0.0,0.0,0.0,165.8,75.0,Lunch,Vegan;Vegetarian;Gluten Free;High Fiber;High Protein,,True,True,True
CX004985,Mashed Curry Chickpeas (100G),Legumes,Middle Eastern,100,133.8,8.0,20.6,2.2,7.0,0.0,0.2,5.0,280.0,40.0,2.5,40.0,140.0,1.0,0.0,1.0,0.0,0.0,0.0,65.7,30.0,Lunch,Vegan;Vegetarian;Gluten Free;High Fiber;High Protein,,True,True,True
CX004986,Mashed Curry Chickpeas (150G),Legumes,Middle Eastern,150,200.8,12.0,30.9,3.2,10.5,0.0,0.3,7.5,420.0,60.0,3.8,60.0,210.0,1.5,0.0,1.5,0.0,0.0,0.0,98.5,45.0,Lunch,Vegan;Vegetarian;Gluten Free;High Fiber;High Protein,,True,True,True
CX004987,Mashed Curry Chickpeas (200G),Legumes,Middle Eastern,200,267.7,16.0,41.2,4.3,14.0,0.0,0.4,10.0,560.0,80.0,5.0,80.0,280.0,2.0,0.0,2.0,0.0,0.0,0.0,131.3,60.0,Lunch,Vegan;Vegetarian;Gluten Free;High Fiber;High Protein,,True,True,True
CX004988,Mashed Curry Chickpeas (250G),Legumes,Middle Eastern,250,334.6,20.0,51.5,5.4,17.5,0.0,0.5,12.5,700.0,100.0,6.2,100.0,350.0,2.5,0.0,2.5,0.0,0.0,0.0,164.1,75.0,Lunch,Vegan;Vegetarian;Gluten Free;High Fiber;High Protein,,True,True,True
CX004989,Mashed Dip Chickpeas (100G),Legumes,Middle Eastern,100,133.3,8.0,20.6,2.1,7.0,0.0,0.2,5.0,280.0,40.0,2.5,40.0,140.0,1.0,0.0,1.0,0.0,0.0,0.0,65.7,30.0,Lunch,Vegan;Vegetarian;Gluten Free;High Fiber;High Protein,,True,True,True
CX004990,Mashed Dip Chickpeas (150G),Legumes,Middle Eastern,150,200.0,12.0,30.9,3.2,10.5,0.0,0.3,7.5,420.0,60.0,3.8,60.0,210.0,1.5,0.0,1.5,0.0,0.0,0.0,98.5,45.0,Lunch,Vegan;Vegetarian;Gluten Free;High Fiber;High Protein,,True,True,True
CX004991,Mashed Dip Chickpeas (200G),Legumes,Middle Eastern,200,266.6,16.0,41.2,4.2,14.0,0.0,0.4,10.0,560.0,80.0,5.0,80.0,280.0,2.0,0.0,2.0,0.0,0.0,0.0,131.3,60.0,Lunch,Vegan;Vegetarian;Gluten Free;High Fiber;High Protein,,True,True,True
CX004992,Mashed Dip Chickpeas (250G),Legumes,Middle Eastern,250,333.2,20.0,51.5,5.2,17.5,0.0,0.5,12.5,700.0,100.0,6.2,100.0,350.0,2.5,0.0,2.5,0.0,0.0,0.0,164.1,75.0,Lunch,Vegan;Vegetarian;Gluten Free;High Fiber;High Protein,,True,True,True
CX004997,Mashed Hummus Style Chickpeas (100G),Legumes,Middle Eastern,100,135.4,8.4,20.6,2.2,7.0,0.0,0.2,5.0,280.0,40.0,2.5,40.0,140.0,1.0,0.0,1.0,0.0,0.0,0.0,65.7,30.0,Lunch,Vegan;Vegetarian;Gluten Free;High Fiber;High Protein,,True,True,True
CX004998,Mashed Hummus Style Chickpeas (150G),Legumes,Middle Eastern,150,203.2,12.6,30.9,3.2,10.5,0.0,0.3,7.5,420.0,60.0,3.8,60.0,210.0,1.5,0.0,1.5,0.0,0.0,0.0,98.5,45.0,Lunch,Vegan;Vegetarian;Gluten Free;High Fiber;High Protein,,True,True,True
CX004999,Mashed Hummus Style Chickpeas (200G),Legumes,Middle Eastern,200,270.9,16.8,41.2,4.3,14.0,0.0,0.4,10.0,560.0,80.0,5.0,80.0,280.0,2.0,0.0,2.0,0.0,0.0,0.0,131.3,60.0,Lunch,Vegan;Vegetarian;Gluten Free;High Fiber;High Protein,,True,True,True
CX005000,Mashed Hummus Style Chickpeas (250G),Legumes,Middle Eastern,250,338.6,21.0,51.5,5.4,17.5,0.0,0.5,12.5,700.0,100.0,6.2,100.0,350.0,2.5,0.0,2.5,0.0,0.0,0.0,164.1,75.0,Lunch,Vegan;Vegetarian;Gluten Free;High Fiber;High Protein,,True,True,True
CX005001,Seasoned Plain Chickpeas (100G),Legumes,Middle Eastern,100,130.0,8.0,20.0,2.0,7.0,0.0,0.2,5.4,280.0,40.0,2.5,40.0,140.0,1.0,0.0,1.0,0.0,0.0,0.0,65.0,30.0,Lunch,Vegan;Vegetarian;Gluten Free;High Fiber;High Protein,,True,True,True
CX005002,Seasoned Plain Chickpeas (150G),Legumes,Middle Eastern,150,195.0,12.0,30.0,3.0,10.5,0.0,0.3,8.1,420.0,60.0,3.8,60.0,210.0,1.5,0.0,1.5,0.0,0.0,0.0,97.5,45.0,Lunch,Vegan;Vegetarian;Gluten Free;High Fiber;High Protein,,True,True,True
CX005003,Seasoned Plain Chickpeas (200G),Legumes,Middle Eastern,200,260.0,16.0,40.0,4.0,14.0,0.0,0.4,10.8,560.0,80.0,5.0,80.0,280.0,2.0,0.0,2.0,0.0,0.0,0.0,130.0,60.0,Lunch,Vegan;Vegetarian;Gluten Free;High Fiber;High Protein,,True,True,True
CX005004,Seasoned Plain Chickpeas (250G),Legumes,Middle Eastern,250,325.0,20.0,50.0,5.0,17.5,0.0,0.5,13.5,700.0,100.0,6.2,100.0,350.0,2.5,0.0,2.5,0.0,0.0,0.0,162.5,75.0,Lunch,Vegan;Vegetarian;Gluten Free;High Fiber;High Protein,,True,True,True
CX005005,Seasoned Garlic Chickpeas (100G),Legumes,Middle Eastern,100,130.0,8.0,20.0,2.0,7.0,0.0,0.2,5.6,280.0,40.0,2.5,40.0,140.0,1.0,0.0,1.0,0.0,0.0,0.0,65.0,30.0,Lunch,Vegan;Vegetarian;Gluten Free;High Fiber;High Protein,,True,True,True
CX005006,Seasoned Garlic Chickpeas (150G),Legumes,Middle Eastern,150,195.0,12.0,30.0,3.0,10.5,0.0,0.3,8.3,420.0,60.0,3.8,60.0,210.0,1.5,0.0,1.5,0.0,0.0,0.0,97.5,45.0,Lunch,Vegan;Vegetarian;Gluten Free;High Fiber;High Protein,,True,True,True
CX005007,Seasoned Garlic Chickpeas (200G),Legumes,Middle Eastern,200,260.0,16.0,40.0,4.0,14.0,0.0,0.4,11.1,560.0,80.0,5.0,80.0,280.0,2.0,0.0,2.0,0.0,0.0,0.0,130.0,60.0,Lunch,Vegan;Vegetarian;Gluten Free;High Fiber;High Protein,,True,True,True
CX005008,Seasoned Garlic Chickpeas (250G),Legumes,Middle Eastern,250,325.0,20.0,50.0,5.0,17.5,0.0,0.5,13.9,700.0,100.0,6.2,100.0,350.0,2.5,0.0,2.5,0.0,0.0,0.0,162.5,75.0,Lunch,Vegan;Vegetarian;Gluten Free;High Fiber;High Protein,,True,True,True
CX005013,Seasoned Chili Chickpeas (100G),Legumes,Middle Eastern,100,130.0,8.0,20.0,2.0,7.0,0.0,0.2,5.5,280.0,40.0,2.5,40.0,140.0,1.0,0.0,1.0,0.0,0.0,0.0,65.0,30.0,Lunch,Vegan;Vegetarian;Gluten Free;High Fiber;High Protein,,True,True,True
CX005015,Seasoned Chili Chickpeas (200G),Legumes,Middle Eastern,200,260.0,16.0,40.0,4.0,14.0,0.0,0.4,11.0,560.0,80.0,5.0,80.0,280.0,2.0,0.0,2.0,0.0,0.0,0.0,130.0,60.0,Lunch,Vegan;Vegetarian;Gluten Free;High Fiber;High Protein,,True,True,True
CX005016,Seasoned Chili Chickpeas (250G),Legumes,Middle Eastern,250,325.0,20.0,50.0,5.0,17.5,0.0,0.5,13.8,700.0,100.0,6.2,100.0,350.0,2.5,0.0,2.5,0.0,0.0,0.0,162.5,75.0,Lunch,Vegan;Vegetarian;Gluten Free;High Fiber;High Protein,,True,True,True
CX005017,Seasoned Soup Chickpeas (100G),Legumes,Middle Eastern,100,128.6,8.0,20.0,1.8,7.0,0.0,0.2,5.4,280.0,40.0,2.5,40.0,140.0,1.0,0.0,1.0,0.0,0.0,0.0,70.2,30.0,Lunch,Vegan;Vegetarian;Gluten Free;High Fiber;High Protein,,True,True,True
CX005018,Seasoned Soup Chickpeas (150G),Legumes,Middle Eastern,150,192.8,12.0,30.0,2.8,10.5,0.0,0.3,8.1,420.0,60.0,3.8,60.0,210.0,1.5,0.0,1.5,0.0,0.0,0.0,105.3,45.0,Lunch,Vegan;Vegetarian;Gluten Free;High Fiber;High Protein,,True,True,True
CX005019,Seasoned Soup Chickpeas (200G),Legumes,Middle Eastern,200,257.1,16.0,40.0,3.7,14.0,0.0,0.4,10.8,560.0,80.0,5.0,80.0,280.0,2.0,0.0,2.0,0.0,0.0,0.0,140.4,60.0,Lunch,Vegan;Vegetarian;Gluten Free;High Fiber;High Protein,,True,True,True
CX005020,Seasoned Soup Chickpeas (250G),Legumes,Middle Eastern,250,321.4,20.0,50.0,4.6,17.5,0.0,0.5,13.5,700.0,100.0,6.2,100.0,350.0,2.5,0.0,2.5,0.0,0.0,0.0,175.5,75.0,Lunch,Vegan;Vegetarian;Gluten Free;High Fiber;High Protein,,True,True,True
CX005021,Seasoned Salad Chickpeas (100G),Legumes,Middle Eastern,100,130.0,8.0,20.0,2.0,7.4,0.0,0.2,5.4,280.0,40.0,2.5,40.0,140.0,1.0,0.0,1.0,0.0,0.0,0.0,65.7,30.0,Lunch,Vegan;Vegetarian;Gluten Free;High Fiber;High Protein,,True,True,True
CX005022,Seasoned Salad Chickpeas (150G),Legumes,Middle Eastern,150,195.0,12.0,30.0,3.0,11.0,0.0,0.3,8.1,420.0,60.0,3.8,60.0,210.0,1.5,0.0,1.5,0.0,0.0,0.0,98.5,45.0,Lunch,Vegan;Vegetarian;Gluten Free;High Fiber;High Protein,,True,True,True
CX005023,Seasoned Salad Chickpeas (200G),Legumes,Middle Eastern,200,260.0,16.0,40.0,4.0,14.7,0.0,0.4,10.8,560.0,80.0,5.0,80.0,280.0,2.0,0.0,2.0,0.0,0.0,0.0,131.3,60.0,Lunch,Vegan;Vegetarian;Gluten Free;High Fiber;High Protein,,True,True,True
CX005024,Seasoned Salad Chickpeas (250G),Legumes,Middle Eastern,250,325.0,20.0,50.0,5.0,18.4,0.0,0.5,13.5,700.0,100.0,6.2,100.0,350.0,2.5,0.0,2.5,0.0,0.0,0.0,164.1,75.0,Lunch,Vegan;Vegetarian;Gluten Free;High Fiber;High Protein,,True,True,True
CX005025,Seasoned Curry Chickpeas (100G),Legumes,Middle Eastern,100,131.4,8.0,20.0,2.2,7.0,0.0,0.2,5.4,280.0,40.0,2.5,40.0,140.0,1.0,0.0,1.0,0.0,0.0,0.0,65.0,30.0,Lunch,Vegan;Vegetarian;Gluten Free;High Fiber;High Protein,,True,True,True
CX005026,Seasoned Curry Chickpeas (150G),Legumes,Middle Eastern,150,197.2,12.0,30.0,3.2,10.5,0.0,0.3,8.1,420.0,60.0,3.8,60.0,210.0,1.5,0.0,1.5,0.0,0.0,0.0,97.5,45.0,Lunch,Vegan;Vegetarian;Gluten Free;High Fiber;High Protein,,True,True,True
CX005027,Seasoned Curry Chickpeas (200G),Legumes,Middle Eastern,200,262.9,16.0,40.0,4.3,14.0,0.0,0.4,10.8,560.0,80.0,5.0,80.0,280.0,2.0,0.0,2.0,0.0,0.0,0.0,130.0,60.0,Lunch,Vegan;Vegetarian;Gluten Free;High Fiber;High Protein,,True,True,True
CX005028,Seasoned Curry Chickpeas (250G),Legumes,Middle Eastern,250,328.6,20.0,50.0,5.4,17.5,0.0,0.5,13.5,700.0,100.0,6.2,100.0,350.0,2.5,0.0,2.5,0.0,0.0,0.0,162.5,75.0,Lunch,Vegan;Vegetarian;Gluten Free;High Fiber;High Protein,,True,True,True
